"date","count","lang","page","rank","month","title"
"1059",2011-11-21,13295,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1060",2011-11-22,6153,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1061",2011-11-23,4271,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1062",2011-11-24,6398,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1063",2011-11-25,6173,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1064",2011-11-26,4383,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1065",2011-11-27,11082,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1056",2011-11-28,11006,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1057",2011-11-29,18897,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1045",2011-11-30,6613,"en","Peyton_Manning","7560","201111","Peyton_Manning"
"1088",2011-12-01,5688,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1087",2011-12-02,7630,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1086",2011-12-03,6931,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1085",2011-12-04,16326,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1084",2011-12-05,13893,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1083",2011-12-06,7393,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1082",2011-12-07,8282,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1092",2011-12-08,9042,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1095",2011-12-09,7127,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1067",2011-12-10,4369,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1068",2011-12-11,10222,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1069",2011-12-12,19013,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1070",2011-12-13,6954,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1071",2011-12-14,5082,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1072",2011-12-15,5367,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1073",2011-12-16,4844,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1074",2011-12-17,3604,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1075",2011-12-18,13318,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1076",2011-12-19,12872,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1094",2011-12-20,6929,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1093",2011-12-21,4286,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1096",2011-12-22,5463,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1079",2011-12-23,725,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1090",2011-12-24,0,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1089",2011-12-25,0,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1081",2011-12-26,2071,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1091",2011-12-27,10392,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1078",2011-12-28,7192,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1066",2011-12-29,5980,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1077",2011-12-30,4693,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1080",2011-12-31,3445,"en","Peyton_Manning","7560","201112","Peyton_Manning"
"1097",2012-01-01,8746,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1098",2012-01-02,28133,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1099",2012-01-03,19116,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1100",2012-01-04,9775,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1101",2012-01-05,6390,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1102",2012-01-06,4923,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1103",2012-01-07,5740,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1104",2012-01-08,22900,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1105",2012-01-09,12892,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1119",2012-01-10,7888,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1118",2012-01-11,7751,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1117",2012-01-12,7476,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1116",2012-01-13,6163,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1115",2012-01-14,6243,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1114",2012-01-15,28623,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1113",2012-01-16,38929,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1112",2012-01-17,14203,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1124",2012-01-18,14824,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1123",2012-01-19,24007,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1110",2012-01-20,16788,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1111",2012-01-21,12235,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1108",2012-01-22,18837,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1109",2012-01-23,106104,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1106",2012-01-24,29194,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1107",2012-01-25,26102,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1125",2012-01-26,16041,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1126",2012-01-27,19841,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1127",2012-01-28,11805,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1120",2012-01-29,14504,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1122",2012-01-30,30991,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1121",2012-01-31,30760,"en","Peyton_Manning","7560","201201","Peyton_Manning"
"1132",2012-02-01,27398,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1134",2012-02-02,16883,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1133",2012-02-03,26568,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1129",2012-02-04,19704,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1128",2012-02-05,64543,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1131",2012-02-06,319190,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1130",2012-02-07,55531,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1136",2012-02-08,26411,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1135",2012-02-09,19214,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1143",2012-02-10,20450,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1144",2012-02-11,12107,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1141",2012-02-12,11321,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1142",2012-02-13,9391,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1139",2012-02-14,7435,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1140",2012-02-15,9703,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1137",2012-02-16,8580,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1138",2012-02-17,6080,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1145",2012-02-18,4461,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1146",2012-02-19,4003,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1156",2012-02-20,9099,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1155",2012-02-21,7720,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1154",2012-02-22,4236,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1153",2012-02-23,5732,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1152",2012-02-24,5670,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1151",2012-02-25,6101,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1150",2012-02-26,4294,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1149",2012-02-27,4332,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1148",2012-02-28,5000,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1147",2012-02-29,4098,"en","Peyton_Manning","7560","201202","Peyton_Manning"
"1166",2012-03-01,4427,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1163",2012-03-02,4117,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1164",2012-03-03,3811,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1174",2012-03-04,5608,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1170",2012-03-05,4067,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1172",2012-03-06,4596,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1173",2012-03-07,114100,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1158",2012-03-08,86102,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1159",2012-03-09,44044,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1181",2012-03-10,30773,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1180",2012-03-11,21722,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1183",2012-03-12,29205,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1182",2012-03-13,26752,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1185",2012-03-14,24233,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1184",2012-03-15,25511,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1187",2012-03-16,25359,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1186",2012-03-17,27161,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1177",2012-03-18,22781,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1176",2012-03-19,65045,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1167",2012-03-20,71288,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1168",2012-03-21,48016,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1169",2012-03-22,20900,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1175",2012-03-23,11802,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1157",2012-03-24,8085,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1162",2012-03-25,6856,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1165",2012-03-26,7319,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1171",2012-03-27,6404,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1160",2012-03-28,5121,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1161",2012-03-29,4430,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1179",2012-03-30,4074,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1178",2012-03-31,4193,"en","Peyton_Manning","7560","201203","Peyton_Manning"
"1196",2012-04-01,3395,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1195",2012-04-02,4265,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1194",2012-04-03,4254,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1193",2012-04-04,3575,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1192",2012-04-05,3326,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1191",2012-04-06,3180,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1190",2012-04-07,2498,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1204",2012-04-08,2578,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1203",2012-04-09,3300,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1207",2012-04-10,3263,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1208",2012-04-11,2951,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1209",2012-04-12,3291,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1210",2012-04-13,5732,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1211",2012-04-14,3106,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1212",2012-04-15,3133,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1213",2012-04-16,3720,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1214",2012-04-17,3536,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1215",2012-04-18,4169,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1216",2012-04-19,3853,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1202",2012-04-20,3158,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1201",2012-04-21,2226,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1189",2012-04-22,2744,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1188",2012-04-23,3867,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1198",2012-04-24,3976,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1197",2012-04-25,4310,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1200",2012-04-26,5617,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1199",2012-04-27,10641,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1206",2012-04-28,5858,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1205",2012-04-29,4834,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1217",2012-04-30,0,"en","Peyton_Manning","7560","201204","Peyton_Manning"
"1229",2012-05-01,3540,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1230",2012-05-02,3665,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1231",2012-05-03,3601,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1232",2012-05-04,3074,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1225",2012-05-05,3149,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1234",2012-05-06,9463,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1235",2012-05-07,6859,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1222",2012-05-08,4229,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1223",2012-05-09,3581,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1240",2012-05-10,2854,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1239",2012-05-11,2616,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1238",2012-05-12,2229,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1237",2012-05-13,2488,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1244",2012-05-14,2521,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1243",2012-05-15,2662,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1242",2012-05-16,3096,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1241",2012-05-17,2843,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1248",2012-05-18,2363,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1247",2012-05-19,1769,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1226",2012-05-20,1880,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1227",2012-05-21,2975,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1224",2012-05-22,4063,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1233",2012-05-23,3068,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1218",2012-05-24,2417,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1219",2012-05-25,2349,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1228",2012-05-26,1766,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1236",2012-05-27,2079,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1220",2012-05-28,2113,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1221",2012-05-29,2489,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1246",2012-05-30,2474,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1245",2012-05-31,2953,"en","Peyton_Manning","7560","201205","Peyton_Manning"
"1259",2012-06-01,2472,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1261",2012-06-02,2117,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1260",2012-06-03,2196,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1263",2012-06-04,2544,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1262",2012-06-05,2789,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1265",2012-06-06,2103,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1264",2012-06-07,2261,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1267",2012-06-08,2644,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1266",2012-06-09,2810,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1271",2012-06-10,2342,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1272",2012-06-11,2066,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1269",2012-06-12,2562,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1270",2012-06-13,2690,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1275",2012-06-14,2258,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1276",2012-06-15,2236,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1273",2012-06-16,1881,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1274",2012-06-17,2729,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1277",2012-06-18,2444,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1278",2012-06-19,4453,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1254",2012-06-20,3574,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1253",2012-06-21,2599,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1252",2012-06-22,2763,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1251",2012-06-23,1933,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1258",2012-06-24,1843,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1257",2012-06-25,2098,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1256",2012-06-26,2370,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1255",2012-06-27,2018,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1250",2012-06-28,1982,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1249",2012-06-29,1880,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1268",2012-06-30,1549,"en","Peyton_Manning","7560","201206","Peyton_Manning"
"1307",2012-07-01,1743,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1305",2012-07-02,1835,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1306",2012-07-03,2085,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1303",2012-07-04,2156,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1304",2012-07-05,1916,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1301",2012-07-06,2184,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1302",2012-07-07,2011,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1308",2012-07-08,1963,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1309",2012-07-09,2303,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1286",2012-07-10,2398,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1285",2012-07-11,3000,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1288",2012-07-12,5716,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1287",2012-07-13,4463,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1282",2012-07-14,4381,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1281",2012-07-15,3066,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1284",2012-07-16,2858,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1283",2012-07-17,2967,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1290",2012-07-18,2958,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1289",2012-07-19,2796,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1293",2012-07-20,2945,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1294",2012-07-21,2401,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1295",2012-07-22,2462,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1296",2012-07-23,3144,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1297",2012-07-24,2910,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1298",2012-07-25,3369,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1299",2012-07-26,5218,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1300",2012-07-27,7536,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1291",2012-07-28,3967,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1292",2012-07-29,3960,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1280",2012-07-30,3510,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1279",2012-07-31,2736,"en","Peyton_Manning","7560","201207","Peyton_Manning"
"1328",2012-08-01,2603,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1327",2012-08-02,3204,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1326",2012-08-03,3230,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1332",2012-08-04,3364,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1331",2012-08-05,3338,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1330",2012-08-06,3444,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1329",2012-08-07,3180,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1324",2012-08-08,2821,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1335",2012-08-09,3795,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1319",2012-08-10,8163,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1320",2012-08-11,5781,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1321",2012-08-12,6638,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1322",2012-08-13,4334,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1315",2012-08-14,5240,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1316",2012-08-15,4378,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1317",2012-08-16,3383,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1318",2012-08-17,4406,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1313",2012-08-18,4168,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1314",2012-08-19,7539,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1334",2012-08-20,8168,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1333",2012-08-21,4351,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1336",2012-08-22,3653,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1323",2012-08-23,4384,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1338",2012-08-24,4069,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1337",2012-08-25,6257,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1340",2012-08-26,12619,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1339",2012-08-27,9376,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1312",2012-08-28,5375,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1311",2012-08-29,4745,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1325",2012-08-30,4298,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1310",2012-08-31,5247,"en","Peyton_Manning","7560","201208","Peyton_Manning"
"1343",2012-09-01,4781,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1344",2012-09-02,7836,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1345",2012-09-03,5219,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1346",2012-09-04,4765,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1347",2012-09-05,6272,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1348",2012-09-06,22333,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1349",2012-09-07,5950,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1341",2012-09-08,6509,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1342",2012-09-09,18751,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1369",2012-09-10,110740,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1368",2012-09-11,15194,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1367",2012-09-12,6522,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1366",2012-09-13,5891,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1365",2012-09-14,8111,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1364",2012-09-15,6287,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1363",2012-09-16,18165,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1362",2012-09-17,14953,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1361",2012-09-18,39819,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1360",2012-09-19,6345,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1356",2012-09-20,5222,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1357",2012-09-21,12151,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1354",2012-09-22,4713,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1355",2012-09-23,14039,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1352",2012-09-24,14854,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1353",2012-09-25,5868,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1350",2012-09-26,3537,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1351",2012-09-27,3795,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1358",2012-09-28,4969,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1359",2012-09-29,4120,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1370",2012-09-30,10501,"en","Peyton_Manning","7560","201209","Peyton_Manning"
"1396",2012-10-01,18952,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1393",2012-10-02,6858,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1394",2012-10-03,4904,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1387",2012-10-04,5620,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1400",2012-10-05,8453,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1385",2012-10-06,5167,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1386",2012-10-07,18363,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1389",2012-10-08,19972,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1390",2012-10-09,7453,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1377",2012-10-10,4155,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1376",2012-10-11,3777,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1379",2012-10-12,4455,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1378",2012-10-13,3796,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1381",2012-10-14,8397,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1380",2012-10-15,8992,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1383",2012-10-16,50622,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1382",2012-10-17,6495,"en","Peyton_Manning","7560","201210","Peyton_Manning"
"1372",2012-10-18,4818,"en","Peyton_Manning","7560","201210","Peyton_Manning"
