"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Morrin, AB T0J, Canada",51.6601335,-112.7648487,"Lundar, MB R0C, Canada",50.698002,-98.041608,"11 hours 20 mins",40812,"1,130 km",1129696,"yzhzHhkgoThWdXvl@mHEm_C?aqBIk^FoxC@__C@gkR@e}DCqbNEmfOb@cocA|@ylC~v@yuEtm@{eIljA}bOA}rMBmfX`|A}aJdg@oqApVqvCjvAw`EbMqjPvzAghK`qF_sW`@wzHfeBsjKxzG{m_@pv@yiAf}@_uDziAshHh}Du|TxB_h^bxAcoFRqaRAsod@sR_}BwXuqA`F{~HlMc~DnW_mCrSmjLuVubLedB}vFiQcfFqpKe_[gX{dCCcpd@?_ly@Gs{WeBggDqE}gDhIgm`@Fs__@Refh@mb@ajKqv@ucLDyqEuRisCkfA_bGcEafD|De~Kgj@qoBoDyqEgcCg~HkCsuH}vAa}IAen@fzAcCvgD?hLkaDA{sGAovL?{m[jlA_bTv}A{mPzHucCAo_x@fG{eYcGq\mi@}Iy^EmH{ZeAm~@oCcqEnJqfKnEo~Ay|AahDsNwtEBe|u@^mpp@xPufHyQopDa@egdA`A_|y@vOanG_McbCfEg`u@cHiwn@AemAfYjCfcCC~wFBt`CAvGodHAchDDw{VIcoPl@}oMwAe`Kjg@ycHdw@C|kABrIwr@EspC@emBDo}ISokCl@woIdE}vEhcAa`DlOwdE[mkNx@gaLbYahApjC}zKzj@aa@rhAgx@nwAgsFvqBk`JhgAgkPbb@_oGdqA_hI`}AgdH`tCw`KtGauV`q@mcAvMgCnQuG@ehBAexB?esB@_mEAswFZgmn@XkcoAPoqo@Yio|@kD_aTnFmwC_HmzViKq{i@gAikKmgAqwE}Qk_Ba@k|Fsg@}sAgBodB`l@kaBVmlWjIekHmIs~DjIy~Cx|@{sDb^aoA~R_lCiIihDzNmmBl~@ggBdI_cEr@ikI{MupR`e@_wAbHs{B|d@crJm@oqNxAajHta@uhA|z@kcAvMgbBjaBwoOvVqwBm@qiHjCosFkCcn@_m@ykJaCauNt@}fKAcu_@pB}_EjnCiE`iA{x@rEkq@dOcd@~yA@jhBEhSkDA}zA?kdMdC}U`z@ipB|`@}kG|q@kfLpd@gaJM{{H]iiQOsaY}CgwcAy\{d@{|HqM{OapGgKywG_iAmVeyDadFypA{cAmLqn@bS_eFjeCmkAv}Dy}KfVaWfjBsCxfCeCnU}XtGyeBsaCgtJdoAqlF~BmoVhVcn@veEiHxWfV~hA~sB|XnDjjCvQfp@lBxyBma@`~BkcE|@skrA`[mkDbb@}l@z{DsExqAurBtsByrCpgAy[j|@gNba@_wA~mEugDx_AaUxeBk|AteA}p@nsNN"
"Drumheller, AB, Canada",51.4651849,-112.7106975,"Franklin Centre, QC J0S, Canada",45.0293501,-73.9237272,"1 day 12 hours",130835,"3,497 km",3496713,"kxbyHzx|nTttM_`Or`n@hZvxd@loCz}NbO|xFgrADqkO`sEanTxfC}mGrwJchZfjJ}t_@zrf@ercB`~m@uxqAbuVkqcAj`R{q`@bzFwgx@hb@_f`AimE}xdCacO}lcBsiD}|z@geKcjj@ueTkow@k_D{{b@guOkm{@{rGmqu@rhA{fc@gcEauc@}wCiaq@zx@sphAe_C_eu@hiFus_@`eGg`v@hgK_zk@vrPi`n@fim@kzzAbi\mmx@xhh@{crAr|_A}jlBh~Qmr]~mL}oc@z{FkpUh~LomQzhGsp`@dzBzRttLF|p@aoGN_aSCkzV|rHgkFvhFcp@hQe`[r~O{c@vgT}aQxdIgdDh~Xg|x@|tYccd@diKmeWcRuiXg{DgliAgoIcho@yJajb@_gG}iY`DmltAj{Am{_@t~Mws|Avbc@qikAbhGmxjAbzAirz@z_Bup]diHkdf@taAooXdwAcsdB_HutM|vFwjO~wPal^~gCmt\bnBcl@~T}nPla@mvu@jlQmbt@rrM_ug@jbJcw|@d|@k``AppCyof@bzQqjXf}DyqhAt~Gqv`BgCs{^~aPiuk@||j@{`wAdxJolU~nMa`QxhCq_[nn@ewa@zJ}dVnxHyjVxaKgpSydCoqQ|uYez^veLywdAaJoqs@beCm~_@icGoi`@geDa~R{hA}q]jkIsxT|aJquf@vi@mlXdkAiuc@g`Auv^yuR_jiAdqJuuoAtqHmmDj\o{TsbD{li@ygMin~@znIsvwAtsEiyYqkAmoc@x{Fmwy@d_KicWz{Cyy@frDqqMKech@n}AyySaeBwgUq`E}pVdwEwqnBlg@ofw@t{E_fr@sdGgjwAk{DwbcBuNaxSsnIylCicK}fCwzCspDkfC}cTm@o|RjiE{}N~{Tp{BthJkx@_f@ipYleI_|b@bgDuw`@wxDoea@dtBscb@raOclf@Dewm@gjE_xtCqcKglg@sgFecp@ggQ{jgAgnAqme@}fHenRaqCwn[}u@evVvfGapWhrF{|q@huKa~~@daEgkkAlfEycWvjEwum@uvAc}o@y`Ei_g@htK{ggAte@_xi@b~Dydf@lyFm}ShW_~^vnJwaSbbNwmJtjn@wnx@~}DogVthPmhVxjUsuc@|sMkmRvfGen\vxBwpZxpOsha@`hK{id@ocF{sNmfOey`@{}Dg{TbrGamGdhKmtlAy]o}_@{uJojf@mdXmnm@orIciKpxD{sWlpKk}WzcKoxb@jpN_yFfmFpNnc\{rQrsEhcEtuHwpKfeDdxBfF{B"
"Alberta Beach, AB T0E, Canada",53.6760351,-114.3548573,"908 Lockhart Rd, Innisfil, ON L9S 3G7, Canada",44.3465036,-79.555803,"1 day 10 hours",121847,"3,278 km",3277618,"grrfIz|}xTxrBkjXhhGyIl}GcUeNo|YiK}_qAtUoaiBi@ixjAllCkf`Bd{DefSzzFs_TraA}}XjnJqnb@npQcb|@g}Do_eDhbCi}q@jtG{ub@hM}b\xpLa_\tlQw~h@rv@wiq@xtGw|\lnJuvw@jzT}anA`iIo_NpyKqaFle@cfLtcl@{wkCxiUypv@vzImss@`sMomd@foQii[~uE_bHdfEogFls]icIvxf@saNrk[ciJlhGafIlpOwjUn{VqjUrrRyj[xjT}}Ndwi@kpi@|yP{qWjgTivu@dwKe|\ziB}`Y`yA}dg@n_^swd@|`R}gYzgdA{omChtdAasiC`u@{sr@hfCqaa@nkFosoBl`Eagd@xp@agXfoOqY|jFqxGjuYkAb~Xas@Jid_@Hiod@B}g^zm@e}KpuVeGxwCehCfyTw}@h{Pm~A^}xo@x`CwfGnqHBzyMbOv}O~eCdko@cr`Asw@s}nBbyKwmkA|zDems@lqTqcm@v{P}c_@dfBmboA`~DixdBnaJm~[d]wrZb_Ay}{Ak^oeOt}Tqa_@rgCuvCvvByv^juCy~F~@_lq@f|Iqhb@d|Iqeg@pcOkyh@jhFcrXph@y~f@jZ{s}@pSwdQrcIqpLbaLcy]z~Auc`@|{FsnvAbTouu@hbEwy[nja@ehvAd{Xwqk@rjRan\zvGc~QaImbc@ly@_eYhTy_J~vLkc\dgEwmNciCa`JtnD}yFp`Xkdb@teC_t]fpDq}d@onA_nV~fF{r~@kgNcfr@~Hsd`@|vNggWzuIylcAyu@au`@jKynPciL{wUgwFqyi@ze@_rQdrK_olAteG{oHkvAwo]ciCgtj@skHwf`@}cCe|ZvjFosj@`oHwkcAcwAoxZrwAicW~cFeak@p`Nm~Lr`EkrFGsr]aB{mPr_B{lN[suM}sH{jS`g@evXbrDukS~I_waBft@ugs@l{Cmo\pr@saz@kgGk{u@k`EyhgBu~YgsIjb@mzI{hH{}NddE{oXnjFa}GfcZfsCluAoxd@tsGgq^loBekc@avCm`_@p`@_yPheFwrOzlHa|XjmCyu`@czDanbAnc@e_z@wsE}ox@_cHa`f@{uQihmA}jGsni@_o@oj^lkAwnOpjOc`MbeKuKzsKshEfpHc~IlvZk}WfePeJfl\eyKxvVy|RtdMuvHxfPa{\nd[_yf@|dJijZxe]m~Mza_@mvA|na@oyGzmHg~DpvIyfI`}ThzF~cGnwJzbK{nHbyIsvHveBj~Dv}EltDzvFy~Cm`AgnX"
"Heinsburg, AB T0A, Canada",53.7704877,-110.5269043,"Benoit's Cove, Humber Arm South, NL A0L, Canada",49.009517,-58.131688,"2 days 14 hours",221704,"5,276 km",5276122,"q`egIbhraTfgImJ~nSyQliBm_OnlMkmUb`AqeR{Ze|WpaH{cPn}f@opQdhKqrVlcRijk@|cHyrqAjn`@cobCblWqcb@d}lAow{F~ft@udmAdtPszuArxDefuA~ti@gzsFn|Aq~wBjga@omeClb}@morBldaAuf|BloYsuzAw]g~^x_]gw@tyLc~O|zOw`aBjxR{vvAx}U}igA`iBizbDt~`@malBj_NcuKv_@a}GroByeNrsDsetAfyJgq{AnkLo_Gl}Cge[_sC{x|@tgYyorB`z@cq_Bl|A}kt@mnT}rlAnhCugg@yrE_as@kaHg}p@xxLqvS}~CemYkeNsqjAfyBq~k@mw@ymm@`lFqnnBpuQekf@jzS}x`@`qHg|c@`rRcfyAprd@mouB`kGqtg@|~Yojf@bvSwgqArsLo_q@fuUghVjv`@dkBd{Iwdm@zzNwsqA}zTwpmAg`n@}ex@aam@_`v@u`[{zFksR{cVo`RfeAsrXkrO}sVeo^qpDo|[irDmb~Axw@q_}@ujPwdrAztB{pbF^{ziDliKq~lC~nc@i`yDvlh@_{zCvfQck_Bze[kne@Acom@nuZavLheY_u]nzLgwCzj`@_xfAxcAc}_Alg@iytCvlEsgw@`fNt|@|fIslEn`EesqAppQivB`Dqu\i`@yte@p~G{oP`dMor]bo@wg\thGs{tAr~kAqoTjpaAqs`A~kj@qp`A~dq@inn@|xUokt@hf\_}o@ffG_djA`xHkyqAnbYuqg@vma@eoObmMa|c@~iLgyt@nrKmmR`kMwoCxac@kw`@~eWmm_@kgBseXn_D_l\rMmtm@g~Ki_eAmuf@abcAicfBi{mCu~|@gbjBsz_@ek{AexTe`{@sc]oeg@afnA_u`Bgzr@cv{@lgNa~\h`Iic~@baN}gp@fqYal`AxfUsnm@~z]kas@ftb@wbb@bwzA{bG~ga@gvQbqZ_uAtw[oiEjtVgiYtkV}onB_mQ_q[voO{ic@ziBec_AovGgie@qjFmi[ciA{pj@soI{cqAypHquVyaS_f_Aj}Dod_@re\ize@z{c@gov@rgFknq@tnb@wp\xmTas]bzFkpk@uf^_edBmoD}phAeqAsveA|Cu_t@soO{ly@nrDalQouQg`Joif@eof@ev\a~r@i`Tyku@caJkbUzd@wgQh`Ga{[yokGartEikC|rEofIbnPabTmaB_z[}ro@skYqqR{vO}kW}jHnHe~Tsx]scM}n]}oe@s`h@}uy@my~@inJ`zGqyFvqJy~FruP"
"Donnelly, AB T0H, Canada",55.7272773,-117.1054519,"Maniwaki, QC, Canada",46.3774851,-75.9649017,"1 day 15 hours",139772,"3,759 km",3759033,"ofcsI`dwiUzuTr`DpsPHlvMjrFzfjAbdTz~WbQrra@cnGlgOywYhvq@uii@~yRebdA|iDqucAdyMoh\hhGgcw@ldNs`ZthIqwx@l|Xgcx@`wEuta@xoUuuqAd_F_uUz~BmqM|iUrBbjBqcOL}cd@kmAqchA|dAsulB]{tkCt`P_~y@lmQ}qpAxdLqcs@ujCkhuDvwKgyjAheYwx}@xoHipkAlbN_mw@f}Om|kAvtVcdd@|qU}}t@jmm@snoCrfQ_tr@vQiqX~zU_yi@r}NgdRd~BklJ|gIee@~Ru|Oh~Oozf@pe@ekm@nhFkhxAr}S}gpBheJwt}AhsFswVebAqrOn}Boy|Ar{Pelw@r`KgkdAxnWuyn@fuU_il@lby@e`nBxlTiiW~kNojw@pmOguq@f]gnk@b~c@otHzcHmgIvvA}f^bkFa`e@pyF{tm@lcUwdxAj~Lqkm@xgEcek@lzAostCfqOab}@z~PqlTrqJo}F?_zGny@ufDdnBgxHofCydMhcO_vpBx_D}x~@b`QonDaiDsnd@i}Dun]j|^ycrAveBqj|CfmAodV}rF}ui@kvKoii@pn@{wT|cB_~c@kSwwZsoJesPw_C_mWdMgg]dfJa~DdYalP_vEc{TysMiee@zaBg{sAkqDk{Uv{Fsil@Owvu@`tDuoFxeDat^lqPwj_@zoJe}HdiDgsa@fxJgt`@bnKw}k@xy`@}|mBbvGojv@vtAoxSl|KazJxgUkyh@b}Cw}b@tkQoiaA`dUwvc@zrU{zCfeP~d@xmCknGdfEymUxtKwhdAbdEyqUojDuhT_pF}ta@eyUwyn@_wOka[auWyyMejIq`[qiPiwGemEkmO{pG~lCqf^mfO{yFceLc`HhEu~Hn`BsaIyw@yl]id\whNem^qbHa}oAzr@_xrBg`Qo}m@yGotf@f`@mmpCj|@cd`EjbDuguAf~KuhpBzqQ_y|Ank\y_wBjxS_dtA|zFgrg@fjBweq@|_Rg~j@fcQ}nL|hC{i\iAohYhaRqZh{V{~c@|vPouHr|Xi~XrmM{be@zRyiUnbDm`bA_eAelcBj`@sud@peBs~e@~vBizLnjHvcHpmIevIxmCc~Ri@ykh@noDq}VbwI{zAvwHeaFsg@ybc@ziAokZlnCqpJt`IipBvdHgmi@kFecb@zJ{it@t|FawOn`Eq`Any\_z@naT{cGfuZozJblPuuUf|Ne_G~{KisRpqM}zVf|Qi`a@ndYwq\zsWwvRrgWq~[jbEg{W|t`@g}l@r_Tj}H`tZwhB"
"Heisler, AB T0B, Canada",52.670258,-112.2202969,"Port Renfrew, BC V0S, Canada",48.5529755,-124.4223238,"17 hours 10 mins",61816,"1,413 km",1412531,"cdn`Iz_}kT~|Gor@paFNzt@v`M`Nd{Irs@d{@wcAl_P|a@lrVka@hpf@c@tp`@leAtjHz_@doCzbHv}EdcCzlIjtPfxAreAd}KxxDrpCrdEjzAjArqExgFfsMzy@dbg@fbBl_JgK`xCze@w^v}BCnzAbtCNn|CEf{LjCf`HnpDxyAa@hiEvn@z\dyAuUhjJhApxMf`QvwSbbVtca@n@b}y@}E`{KokCdrODbiYvn@piEf~d@pjBhfD~vCwPzvAx__@oOh_c@}aJtb^oq@ddKnoCjaYh|Gb_Wv`C|sEwJrqElaBjkL|aAn~PytKf_OysKzfSipExmIzw@~vDpqDfmTp|@vhEc~DhtJ}}FhmNyxDnhN_xP|r`@}zP~bVipAvjNvlBlnOziArbJhfGzrOfjIxuHzrGtdDjxExW~pE_g@wcJrhc@gxCt_R^fiH{SneFqbDnbFuqKxpGsxOzeVyl@jeNbt@jw@kXjhUmaDfnMpZvcFteL~zBbtKgcEf_DaoAr`CjgEzwCdnI~rDadBvdArvFb~D|uWbzDnvMh}L`}YbnMveIflDbaUb`EjzTsxAncHljBdiHvwDhfXdwDj_Kc]xlF_lBjs@kxArnNsoEjfRrjUlv`@QrkFzkC|eH``ExdLlvGbfVpn@biI`iE`oIbqFnl@l]vwE|yAf`Js_AzbAuhDoxAk|DvuAeiEaO{dBgk@axF|kC}vD`yLstAhsUdcKf{WjqXb`[hpIjqT}v@`wYu~Apw\`_@pnUcNjhXrpBrdGbfD_uAheIclBz}CtQnyCjdDjxEviMdvFp~EfdNfsEjnLdv@vtHki@|cFdnBt{Pp_UveFke@j~GlzI|_FjtL`oFj}EfzHc|@xyCqc@brDnkBzkKv_IlzFbcGnvGx`@rvL{hA`|Gb`SaUjgFjzC`pF|yDpyAlvDvh@dcFzzHf}EpeDfhCbtE~zFnd@hcAplFaSl{I|k@boJjMrbPlyIpeN`hDlmE~eF`k@xlGvfHfqFb|Lr{@pyYpqDbp^p`PxtXcClbSgyWfq`AsiH|gU}Jx`LlvD|qJvcGvaPtxAlcCj}Ed_Ar}DvjApMjfBj}D|oGnhCrrE|pX~m_@~kBtsIduA`~Jws@`fEhPdS{P`jBuw@xbDcq@d`D{dApgJn|CbaLrrAvXbuBmAvgAd}RjfBrsOqg@zfRqtC`mVpfBt`IlXnkCl}CfWhlFop@ndBnnA~rAfoB}bAvfB~z@lhE~}DvfBd}D~b@vfB|vDnuAucCjvBcCrjBlrYb_EljFhOljB"
"Mannville, AB T0B, Canada",53.3359791,-111.1758788,"Geraldton, ON P0T, Canada",49.725298,-86.9494953,"21 hours 36 mins",77769,"2,106 km",2105878,"{dpdIf`qeTzaAs|KqbA_pf@ko@cdi@k@efd@|cBooe@fsF_lT|bAow`@n{Ee__@ffLihU`xImsYxgBk|j@pk@wdTrbEalMzkBegVdnQsthAthJ}se@rgEmtK~|MsmJzsE}tJwtAe~ArkFowRlx]gyyAtuRisaAh{Oohk@`iCkzWhDicJlzJobYnqR_g]|rBauDnkC{}A`b@wfEreJ_tBtv@acFpgCutNxeIwuMzsAaxd@cQqgR~sBaho@rnDwdj@jpGmlg@~sBgt^dqFsng@zmJme|@pYikg@fuFq`GsCsfZisA}`yAbyLoze@naJwy`@~~@clm@n`Ukrm@vhSmw`@|yUc`o@leQwu`@lnEwwMdkQqw_@duUce_@jhHyiOnlCedWdlO_vt@paEqdRPcsc@j@usBjpUmSxyImv@joNenT~Pyie@vhDs`KxpGktt@xdEymk@|k[eszAt{A}sIjuDii@q@owuAp`Ay`{AryMg`dAzsJiiQz}FcxErgKHdIchF@{rEdHaxEjxAc_CsFsfRcq@wq\vqKshcAtfDmm_AlvA}}DWkvHztPmdB{lAusb@wcHs``@pd\oafAryBssMd@wyf@vD{~g@vvAi_iA|jB_oFvHeiMmvAk``@{_Kiw`@_jEquLkLcdWjjAksRxpAoya@ueCsoZahEa`DmmBmmImeB{m^|f@}eJ||E}mGzcDs~Axj@}_Jk`F}hNucCazSq|GqeTwpBwjUrmAyft@rvAiaLsrF}vUviH{d^|@_miAd`DulDnBkiGxlBwqP`jKuwSphBazOhuFg{CjxBmvDdrBxEbmBmhG|`@seTbqEynPjpAqwOxzIo`YreEm{f@t`F{}Sv`Mcaa@taGwy_@`zGodXhy@{wY~hD_|Sxn@gpLplFaiGbdD{hD|sBcwMhcE{eEx}EygDtgBgmE_SqwS|pBmiNjpGesNr_Hieh@d~Fsq[~mLqsPfvDqcFnpIoqBz`Eld@veFff@taH~K~kFzHbk@{oC`o@waHhsFmyXlpBiv`@pfImki@tjCqyIigEgyJm|B}hPchIaig@eqAgwIu|IqpNehEc}OgiSyqRiyN}yHkjFwvGehAciJk~AguGkhFcn@{~DocEmaHyfE|ImvGupCob@kiCnpBwvEdU}_Ug}LecHioKmeHqmFuqJbgD{dBkIqlAi~B_{BzKawCn~AivDazCeuOicTkiKy{FypHwje@qhAyrc@{rCqpXbHkcZgG{jTch@swLrhC_aRvf@}uHgTobDomBblAabDma@"
"Worsley, AB T0H, Canada",56.5080328,-119.1336255,"Upper Horsefly Rd, Horsefly, BC V0L 1L0, Canada",52.332891,-121.4163792,"9 hours 55 mins",35703,"844 km",844422,"ev{wIdhcvUbqIzH~|JcCxtDxRAtoCfEhwXF`vXd@~nErlCtaUr{AhoK~kA~lEjR~yCkoAt~A_NltCzlDvgTtFraH`NfnFphALroCNltJaAj`AzcD@hhIDpcDd|A@brAPpBvDXfcBzqAdGbU`ZnTak@`YqhAph@djCzq@k^xe@unA|XnHpr@qYbqDnEtB~{CjT~aDreOlW`cA`dCtmBvE`HfrCnfT|Jl_F|BzFt^vGjExv@GnrBO?fzA@frA@rsC?x`Dj@`bDlm@Crp@WuEdaGFjaWj{@xn\mj@d~KgkBxnEAfoj@dhAnrXjP~hMd{EnsNlH`}BpaAya@ds@@gc@lxBsa@`tBay@o{A~IrlApj@xdDzrAhrMmN|wIxj@vtG|cCnyJhSvxIeu@vzFbMhuBqx@btBpgCbwQ|dF~rGf}BrsPtQ|y[bd@joFykDbqNkiA|wPrkGx}RxfNv`d@x~ApeMxx@x{DyXz`EpGvgIk|AdzGzg@hwDlyBfkC|kBr^jcBsuBphBajIjbCkrGx|E}sHn{C}gBf_Ej`FvwA`~BhtErvC|wF~IpdBtgB|nF~vIdiCl|EzyBpxC`_AxkEzfBzcMjo@lbJ`qEvhFz_Bd_ArjEt_@tyE[boCe{Bh`LikObwYaeVx_DuuBpvE}OjeAfEpnAufCvbDgaA`iDyqGtvAknAfeAlExmHllAdiHcsBx{Hk`GjvKgdCtbE~rAvqEeGdjBkbC|dFpPbeD{dA|uB_fAdbHnj@t`Lf|EjeA~Vlm@voDppMhqShjCtfBh`B_gCz{DgxAt_Bw[`t@pp@ze@nrAvqCkHxsAicFlnDysCxgFo|JtvEmOz{J{AxmD~}@vqGtfAz}A{uAp~KlbAjdFivDvkF_ZvjImuG~jBsIhcCqhCnqBhZviDqmBnkEio@ncCikBzsFgqKpdEsgCjrDgkFhhGsgFpxCoxBtaBfJjiCeCptCdbIjcHjeOn{DpdCh}Ag{@nbAsh@uYwt@gd@uiCfsAclCjqEhe@vmD{wAfkCtc@zdDcrAnjCorA`cBhi@nqK~_D`yIreA~kIiSfpGbuAv}FeHxsD{{Bj~F}nBdiHshDdzAecDts@m}DGs}Edm@m`AvcGqhB|~FipAzfAcrBvtAgo@bUwjCzcAuhFhyCepFdwAurCplA{DfpDyiE_^_kAu~@mUuPeiDrzAwvDnp@wnGvhI}lA{cAqwFcuCiaGmrCg{BqbAs`G{\{qBkoBm}BQ}|DkmCobH{a@m_Oaq@k`DggEiyKoZesMqv@ewE"
"Thorhild, AB T0A, Canada",54.1532592,-113.1258214,"Ridgetown, Chatham-Kent, ON N0P, Canada",42.4391791,-81.8871222,"1 day 7 hours",109842,"3,226 km",3225962,"{xoiIj{mqTvJmkWGebf@dkJA`bBaGreAoyBb_AjQjfAa`@nmv@CxrGqdRzpVed_AhxJed^rjA{tItbHqbO~eFuzi@thN_icAtiIk{Wi}B{z[q~A_lbB}Jmjd@toIgi{@nlHqsaAt`K}fRxgJm|ZfcCyih@j_Iql|@pzQy|hAxjPats@xdU{iVhwA{lQds_@cw}Aznc@g_nBxqCwvUdpIaud@bqWsde@dqDgdGnbIwyCziwAch_@nhf@glj@jqe@yao@poT_jLrbYkxXlyb@cfp@|eWsnaApwFy`WbMsvb@|uL{eZlnPygU~fLs}Lfzn@qyaB|_hAu`rCnvWwqo@do_@ggCx|s@gxC|sMmIbzBeaLbyBcyN`bI_mMpzN{fi@xh@s`A|g@nRfyMBn`BouDPwjUIqnUlyEyfHlbIwm@bNg_[zfZctDl}IcuL~wD`xA|eKm`Rl`Jy|^jkOg`^tfNimMtqF{mQhbIaq_@xxNgtTf}Qazo@brT{raBjuY_lpAvnFmjP~tO_mj@nvN_`DnoMjA|eB}Ar|DujG\{l]Uyva@f@oyMfuBkqJzoReaNxeu@wbi@n~VmrPjbHrvBgDkqz@ixBolpA~e@w_gApzDut^lIwau@_P{~UztDshm@~~@gqn@pjg@q{q@~|\eqQ|pRagPzcOmnJla]yce@xkIujF`uO}q]fkUkwj@`kEw|OzeCo`t@na^eh}@n_Jcxw@zx@_xXtnLgtP`oLi}b@pjK_~OjeN{~d@rePygd@n`U}ka@|aIedXpsAqle@~}C}hWv|DagNzlJuZyeBowx@d{Cqys@`kDkkoAlv@cnb@r}Jyld@nrManRldGwf[zaSqkPh|K_fQh{d@{bh@pdVszk@ddLudX`lMqjMtbOiaEduJ_pXh}Mcjj@naU_q[`eUihd@|eMeb@j_DknPjbEm`^dxGoyKxmQq_D`bUmkLb`[opShcOm~AftHsiOpcFkgQt_MkmDnzMu|HjpNqoB~}`@abDj}\xl@jm^gfE~rA{o_@liUoheAzhIcwf@jt@}zc@``Rep@zqHk|P|pP}vBxjM_zIjfFebKxgNe`RxgIcoCnC}fMly@ct`@_fEizr@kbJemg@g|AgaT}aI{iHwe]crf@e{Za`MeiXymc@ucGcyk@qfGaynAmlEigd@hWosq@ihEidl@h`Dinn@ic@{vwAoxAgbn@wd@ucd@qdAoo\wiMshm@|Xspt@zlBqtT`dGkzF~_GatD~pFgkMmUugqAkgMeer@}sVs`}@fqEw{GaaFmvG"
"Alliance, AB, Canada",52.4359107,-111.7846431,"Shediac, NB, Canada",46.2202141,-64.5346859,"1 day 22 hours",165142,"4,472 km",4472267,"mk`_I~|giTauOhoGakJeaK@uaJ@_oOHur^miN_uG{oAcnNtiR_|s@lie@okaC|oDwe|A{lJoelAotDuaoAjgButk@pnA_vIS{wSlxMwgB`xLauVfpCycFhtE{gSt_QwneAzkI__n@cyG}j}AmlD_~{Bl`G{t[d{Lce\p}Akmz@|xGkxyAlyOov~AjwKc{bArpHmmw@l]agYmtAkfoAp~Ke~q@`bK}hlApxUmoo@d_]mnx@pyYc{p@paaAm|_CrhVyfyAd`EujYf{Yqg@xtNorS~aMq{dBxgQumvAjhXko~@z]mpqDhhN_~|@drDqcOtmZa`PzpAmzUvTcjPd~H{aaBbvGikqAnbPizBqL}t^}gIoyc@rwV}fz@`_Kc}sDlv@agu@anS{weA`}Buah@ucGsko@afEyps@ngLihUq`EyzWqkLk|^od@}jq@nzAalf@ln@k|q@kPkklAxgGgz]hzNmnd@jlIklJtpIinY`hG{vb@`wVszuAnj`@mlvBr}Kwgi@b_Ymte@f|RyuwAzoS{`q@xgSymJxu[{IjkIgsk@xnJqdxAcgZwxrAqej@wvn@gqV}pc@ezQuyLeh\k_J{lQifT_xSfN{pI~RqeOaoSskTc}`@{xA_wZqeEsq~Ab|@}y}@i}OmeuAbeByv`Fdy@keiD~hK}tpCbgf@sfwDfze@q~wCpj@esa@ncQmo}@ntO}yMjdH_yZxAmfc@`}VumGl`GslQtnXarPbgLm|Adm^etz@{]qpUhoAel|@hFycpClhHczu@hyOvFd}DseObgFkphAriQkqB|Lyb]oPocc@|iJ_rOboJcnb@{@_oXhbBwnJp^qxc@boGwje@zfo@qhF`oZcpKjlUurWzzh@yck@j{l@geaAb|o@agn@`eUocq@~h[itu@|zFkdhAqa@st`@reIals@~x[mjd@fkc@iuNzrIslc@nq@gcX|oMueYjoJarT~`Mav@n|b@maa@xgWml`@wnGme[vfHulZgi@k_t@g|LifiA}ri@ss|@}hdBeglCmg}@uwgB_iQk`e@{~Iwlz@miWawy@me_@ixf@_jo@esp@am[qxk@cb_@ma^qsNyjMhwAiwRdgNen`@|oDmzw@bwOavp@jxYmn_AdgSe`n@|``@mdp@|{a@y_d@rgk@ke@|kW`~@njWmxFfba@gcPp|ZqiAnt]k|Et~Rcv`@b|P{|kBmaKgiXxvM_id@u`Bk{Tt~Bs{k@aiGm|c@w|Lkm`@fzBumh@uqFezmAguMsjY{nN}m}@kiQiog@"
