"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Morrin, AB T0J, Canada",51.6601335,-112.7648487,"Lundar, MB R0C, Canada",50.698002,-98.041608,"11 hours 20 mins",40814,"1,130 km",1129616,"yzhzHhkgoThWdXvl@mHEm_C?aqBIk^FoxC@__C@gkR@e}DCqbNEmfOb@cocA|@ylC~v@yuEtm@{eIljA}bOA}rMBmfX`|A}aJdg@oqApVqvCjvAw`EbMqjPvzAghK`qF_sW`@wzHfeBsjKxzG{m_@pv@yiAf}@_uDziAshHh}Du|TxB_h^bxAcoFRqaRAsod@sR_}BwXuqA`F{~HlMc~DnW_mCrSmjLuVubLedB}vFiQcfFqpKe_[gX{dCCcpd@?_ly@Gs{WeBggDqE}gDhIgm`@Fs__@Refh@mb@ajKqv@ucLDyqEuRisCkfA_bGcEafD|De~Kgj@qoBoDyqEgcCg~HkCsuH}vAa}IAen@fzAcCvgD?hLkaDA{sGAovL?{m[jlA_bTv}A{mPzHucCAo_x@fG{eYcGq\mi@}Iy^EmH{ZeAm~@oCcqEnJqfKnEo~Ay|AahDsNwtEBe|u@^mpp@xPufHyQopDa@egdA`A_|y@vOanG_McbCfEg`u@cHiwn@AemAfYjCfcCC~wFBt`CAvGodHAchDDw{VIcoPl@}oMwAe`Kjg@ycHdw@C|kABrIwr@EspC@emBDo}ISokCl@woIdE}vEhcAa`DlOwdE[mkNx@gaLbYahApjC}zKzj@aa@rhAgx@nwAgsFvqBk`JhgAgkPbb@_oGdqA_hI`}AgdH`tCw`KtGauV`q@mcAvMgCnQuG@ehBAexB?esB@_mEAswFZgmn@XkcoAPoqo@Yio|@kD_aTnFmwC_HmzViKq{i@gAikKmgAqwE}Qk_Ba@k|Fsg@}sAgBodB`l@kaBVmlWjIekHmIs~DjIy~Cx|@{sDb^aoA~R_lCiIihDzNmmBl~@ggBdI_cEr@ikI{MupR`e@_wAbHs{B|d@crJm@oqNxAajHta@uhA|z@kcAvMgbBjaBwoOvVqwBm@qiHjCosFkCcn@_m@ykJaCauNt@}fKAcu_@pB}_EjnCiE`iA{x@nGioAf_BaFp{@CfeACzB}o@CijNlAiZ|y@spB~ZgpEtu@}dMzh@qeJSk}H[_sPMuae@_Biby@kYsj@m}H}JiQw^oBgfEaIkcIyXkVco@wAkwDeaF{qAucA{N{i@fPyjF|dCkkA|{DswKnWe^dvAsEz{C_BxUiVpJkbBcbC{mJn`@wiCrl@wlB`CqmV|Qqm@zgEsM|oBrpC|}DxYb|Bg^bl@kg@dyAa_DtE}s[wB_tu@b\unDdTgc@zgEsQrnAqkBfcD_wDlvAoInb@owAdwDcxCruAkh@|eDqnCp}NA"
"Drumheller, AB, Canada",51.4651849,-112.7106975,"Franklin Centre, QC J0S, Canada",45.0293501,-73.9237272,"1 day 12 hours",131343,"3,495 km",3495158,"kxbyHzx|nTttM_`Or`n@hZvxd@loCz}NbO|xFgrADqkO`sEanTxfC}mGrwJchZfjJ}t_@zrf@ercB`~m@uxqAbuVkqcAj`R{q`@bzFwgx@hb@_f`AimE}xdCacO}lcBsiD}|z@geKcjj@ueTkow@k_D{{b@guOkm{@{rGmqu@rhA{fc@gcEauc@}wCiaq@zx@sphAe_C_eu@hiFus_@`eGg`v@hgK_zk@vrPi`n@fim@kzzAbi\mmx@xhh@{crAr|_A}jlBh~Qmr]~mL}oc@zeG_~Uh{LonQnhGe``@lbKfQvwEmlACadINudQBevYj}NiiAb`@cxBp]i_YdiQ{\|vTskPhzHgxG`iWsmv@ltYeid@ziK_jWi_@uzWgfEceiA}wIcasAskEu~Cio@{zYbFaaoAfaB_|_@~}M}a}Ajpc@kzjAxoIucfCh`B_rb@z{Iq{d@zNwgZhwAyk_ByMqvMtcJ{jTdpMccb@dvCukSnhBi|@rLk_Vdj@__p@`gQm|s@|xMcch@xxIsxU`Q_og@|j@_k~@pwCu{e@pzQoyXdyDsthAlhGapaBtYwk^x`Psvk@fyj@elvA``LwrXnxLykNbhBs_b@jt@mm_@xJ}xPheJ_`YdmIcgQm~@seRb{Q{yUnrJiw`@dhDqdg@uTkjp@jpE_m\_pEu{e@}tCq_Tq`Ci}LdfB}c`@l~Nu|ZxnBo~`@zbB_rk@wXkx`@kuKykVocGwti@ruIg{kAjfJeo]ymCsmp@ghCwkZytJup_@hfDedt@bwBylf@htFwsVge@_vh@giGowd@hmJmih@okAqrm@z~EohYr{DweI{a@cx[dxDmcHhhGmrVjyBgpsBnvEm{t@vFewuAiqLol{CojZyvJewFi_a@rzEqkRd}HqhCzkXvy@rbDkzf@fuD_|a@od@}y`ArsOma|@|~Bcr`@}}C{vaA`l@}gy@m{OmydBi{Fkqg@gsKcq`@_sGe_iAamIuuQoeDuuf@xuLerl@x|Emls@hqHynd@xo@qdx@zoGwph@~pGapgAgjBmir@mlC_mSpwE{qo@ddC{nc@tmHiaw@`eFyn^_i@uiYjrPmie@t~M}fIht^cm^pbJqgQ`jBqhQnz\{yi@hwRkfc@jgMm_WziB_da@tsLok]zsMu~j@cxIua`@gsK_fY_p@gxQrbHsrOdbHuso@fdBabY_gEgyi@yh[}ls@y`L_yU`f@gnYbsIq{IbxGar[jgBulRxvKqlHrxKsdFndCb{AxpTa`RzvHryHvpIacMlsDzjB"
"Alberta Beach, AB T0E, Canada",53.6760351,-114.3548573,"908 Lockhart Rd, Innisfil, ON L9S 3G7, Canada",44.3465036,-79.555803,"1 day 10 hours",122207,"3,276 km",3276449,"grrfIz|}xTxrBkjXhhGyIl}GcUeNo|YiK}_qAtUoaiBi@ixjAllCkf`Bd{DefSzzFs_TraA}}XjnJqnb@npQcb|@g}Do_eDhbCi}q@jtG{ub@hM}b\xpLa_\tlQw~h@rv@wiq@xtGw|\lnJuvw@jzT}anA`iIo_NpyKqaFle@cfLtcl@{wkCxiUypv@vzImss@`sMomd@foQii[~uE_bHdfEogFls]icIvxf@saNrk[ciJlhGafIlpOwjUn{VqjUrrRyj[xjT}}Ndwi@kpi@|yP{qWjgTivu@dwKe|\ziB}`Y`yA}dg@n_^swd@|`R}gYzgdA{omChtdAasiC`u@{sr@hfCqaa@nkFosoBl`Eagd@xp@agXfoOqY|jFqxGjuYkAb~Xas@Jid_@Hiod@B}g^zm@e}KpuVeGxwCehCfyTw}@h{Pm~A^}xo@x`CwfGnqHBzyMbOv}O~eCdko@cr`Asw@s}nBbyKwmkA|zDems@lqTqcm@v{P}c_@dfBmboA`~DixdBnaJm~[d]wrZb_Ay}{Ak^oeOt}Tqa_@rgCuvCvvByv^juCy~F~@_lq@f|Iqhb@d|Iqeg@pcOkyh@jhFcrXph@y~f@jZ{s}@pSwdQrcIqpLbaLcy]z~Auc`@|{FsnvAbTouu@hbEwy[nja@ehvAd{Xwqk@rjRan\zvGc~QaImbc@ly@_eYhTy_J~vLkc\dgEwmNciCa`JxdD}iDfnUwa]xdFie\tkEych@soB{pTljFoy~@gfLqst@}gAo`]~{Hg~T~lJmsd@tj@ktZ~lAsuc@s|@iu^mnKclg@mkFy|^~nJ{xqA~nHeoDhb@eyTkbDsji@oiMca~@trDkqr@|mJik~@mhDkfs@{_EyrX|eFawOz}CopYm{@ihj@f}FmzWxmBypTaNa}SjrGsuChkH}j]pp@_eoBdI}x`@|cDuqO`LivS`k@a~OuoDas}@aeDiqr@ijB_ngAoOkkRgtImoC}aKwjC{mCgtDunCo{SzIetSbhEerN|uHnsAteVaKqg@kmYniFagUdsB}bb@|xBwrb@}iCqt\tgIwg\nwHoqb@_sBecy@`Osov@fGiji@mmKknr@{vOsuxAwgImg]wgFwxj@nmAgt^xvK_cMbyJuuAnnHiVp`IaaHt~VuoTxoNcjOjoGfgA~oHke@~jT{lF`vCymFvf^ekUzfc@{gy@~mQ}rUdaM_vW|nd@ceJ`i]o{@lzZylOd}E{YxbHspFxjMj{AjqOzkO|~SunQzwIlvIjtEghDcwAw|VxWcK"
"Heinsburg, AB T0A, Canada",53.7704877,-110.5269043,"Benoit's Cove, Humber Arm South, NL A0L, Canada",49.009517,-58.131688,"2 days 14 hours",222521,"5,276 km",5276121,"q`egIbhraTfgImJ~nSyQliBm_OnlMkmUb`AqeR{Ze|WpaH{cPn}f@opQdhKqrVlcRijk@|cHyrqAjn`@cobCblWqcb@d}lAow{F~ft@udmAhsPocvAlyD}kuAfui@swsFx|AkuwB~ha@qoeCba}@qkrBzdaAek|BnqYyk{Ay^gm^n~\em@b~LebPpuOojaBd{RuovAzhVqbgAf{AytcDl`a@{gkBp}MkyKpc@kzG|hB{jNhyDcmtA`wJee{ApsLu{FhtCoj[cmCoa}@dcYqjrBfy@_m_BryAmut@elTohlAniC_ng@otEoxr@{_Hc~p@~xL_xS__DalYmeNctjAdyBi|k@iv@aqm@tjF{onBvuQsjf@vySmv`@jrHy~c@vqRsbyAbrd@couBxmGytg@f~Yinf@jtSaeqAfjc@iehAzu`@njBf{Iagm@xxNwtqAw{T_smAs~m@{_x@yam@i_v@ge[{~F{nRyaVydR`bAunX}pOqeWs``@_}CwlZ}pDkl~Art@{z|@}gPwlrA~tBofbF\objD|hKmrlClqc@wgyD`jh@iqzCbvQgc`BrvZawd@Kiqm@lxZ}|LpdYej]fzL{uC~i`@_{fAlcAcd`Aff@cstCnoEyew@ljNxw@f`I}wEx_EygqA|qQ}sBjC_|\{_@_le@p_HooPtcMox]dn@ma\xsGccuA~|kAcbThfaA_|`Alnj@ep`Azdq@amn@vxUakt@hd\eap@jgG{gjAprHmdrAbiYw`g@bna@elOnkMo~c@~jLkvt@tqKosR~jMikClbc@gv`@`kWko_@qoBugXraDci\dMqsm@o~Ks`eAowf@iccAacfBk{mCso}@wejBwg_@sr{AcyTytz@ek]gng@_bnAqn`Bmsr@wt{@zeNe|\|~Hgd~@lcN{hp@dtYos`AfbUkdm@|~]g`s@zrb@oeb@hxzAmfGdga@uqQ|pZ_rAbw[ukEluVsoY|fVuknByjQyo[toOmlc@veBeh_AytGene@umFma[adA{xj@qpI{ypAerHavVy_Sye_A`gE}l_@~}[yne@|zc@ipv@dgFmqq@~ub@wj\`gTwv]zwF{qk@eg^wedBkmD_ohAssAayeA~Doit@_pOaay@btDujQgvQo~Iajf@sqf@{t\m|r@scToou@u~Ic~Tpc@_oQfcGet[aqkGqotEokC`tEofI~kPmeTyeByx[szo@mqYsoRgoOuaWwkHnJy~Tc_^ybMok]m|e@ech@aoy@oz~@_rF_hG{sB`iPwwFruJ_aGvoP"
"Donnelly, AB T0H, Canada",55.7272773,-117.1054519,"Maniwaki, QC, Canada",46.3774851,-75.9649017,"1 day 15 hours",140129,"3,759 km",3759032,"ofcsI`dwiUzuTr`DpsPHlvMjrFzfjAbdTz~WbQrra@cnGlgOywYhvq@uii@~yRebdA|iDqucAdyMoh\hhGgcw@ldNs`ZthIqwx@l|Xgcx@`wEuta@xoUuuqAd_F_uUz~BmqM|iUrBbjBqcOL}cd@kmAqchA|dAsulB]{tkCt`P_~y@lmQ}qpAh~Jcy[ne@miVoeBaruAed@iu~AvwKgyjAheYwx}@xoHipkAlbN_mw@f}Om|kAvtVcdd@|qU}}t@jmm@snoCrfQ_tr@vQiqX~zU_yi@r}NgdRd~BklJ|gIee@~Ru|Oj~Oa}f@vf@mpm@rgFscxAn}SyepBdhJeu}AbpFezVedA_sOpeCe{|AvzPguw@v}Jm_dAhvW}do@joUy_l@j_y@k|mBllTshWplN_mw@lmOksq@`_@qpk@j~c@}wHfiHwgIlnAef^nkFk~d@~zFgrm@`hUetxAxxL_|l@zfEsqk@xzAuhtCbqOea}@tgRkiTrhIysG?soGj{@a|ClnBy}HqjCi_MneOqwpB|_Dgv~@x`QuwD}lDimd@}tDql]zv^cctAzfBkgzCrkAkfV{{Facj@mmKo|h@xo@iyT|cBi~c@kTstZspJgsPg_CmmWzMcd]lgJ}~DhVolPitEs{TwvMige@|cBe{sAepD_yUh{Fkil@Muav@~sDmrF~eDoe^|rPal_@roJ{~H|kDsqa@ptJgt`@fnKa`l@`|`@o`nBztGakv@`tA}sS|~K_xJtdU_zh@j}Cs|b@jpQkxaA`_Ucgc@nuUmyCzePrc@xjCqoGxeEinUbtKeidAteEqpUmpDysT{nFqxa@sxUupn@i_Pef[ckWcqMajJiv[ylOg`GekEkkOcoG~kCaj^_jOqwFobLg_H`Ho~HlbBwbIgy@un]_h\idN}l^ecHm`pAit@e|n@~gB}wbAw_Qu~m@mK_~f@rf@clpCjy@ic`EraDciuArt^qcnErj\yvvB`xSobtAvyFwug@rpB{wq@f{Qyfj@dbQgoLfhCgk\cAwhY`cRgZpgWgfd@liPolHjeYgjYldMs|d@vRklUxbDg{aAyaAq`dBv\i~c@jeBoaf@zxBuwL~uHzwGjaIkiIhiCs_Sp@cmh@tpDs|V`oJ_pAj_HolFgh@mbc@~jAoiZrmCmtJ|`IelBvfH_ti@oHw`b@`F_xt@feMmfQry\ox@z`TifGpvZu~JdjPqpUt`OafG|wK}mRpvMegWbxQsu`@nbYeq\juWqvR|eWa`\bcEazWbt`@}{l@neTz~HbnZwhB"
"Heisler, AB T0B, Canada",52.670258,-112.2202969,"Port Renfrew, BC V0S, Canada",48.5529755,-124.4223238,"17 hours 18 mins",62293,"1,413 km",1412531,"cdn`Iz_}kT~|Gor@paFNzt@v`M`Nd{Irs@d{@wcAl_P|a@lrVka@hpf@c@tp`@leAtjHz_@doCzbHv}EdcCzlIjtPfxAreAd}KxxDrpCrdEjzAjArqExgFfsMzy@dbg@fbBl_JgK`xCze@w^v}BCnzAbtCNn|CEf{LjCf`HnpDxyAa@hiEvn@z\dyAuUhjJhApxMf`QvwSbbVtca@n@b}y@}E`{KokCdrODbiYvn@piEf~d@pjBhfD~vCwPzvAx__@oOh_c@}aJtb^oq@ddKnoCjaYh|Gb_Wv`C|sEwJrqElaBjkL|aAn~PsiXbgc@ipExmIzw@~vDpqDfmTp|@vhEc~DhtJ}}FhmNyxDnhN_xP|r`@}zP~bVipAvjNzlBdqOdkA`bJxeGzrOljIhuHbwGvbDbtEfWhpEkd@qdJdhc@wxCp`R`AxgHeTxeF}cDjdFarKvnGoxOpgVm`AdjI~e@laC|_@|tAqRlnUofDxcMz\pbFpgLlzBbtK{fE~}CelAt`CvmEjzCvfI~oD{cBfcAhyFj`EruWdaErrMtuLr_Z|mMleIhlD`cUp~DxyT{wAtaH`kB|lHtwDvdXfyDfbKu`@ngFqkBjt@qwA`pNmoE`gRrbIjoQxfKrpNdBhoFpiCruGv~DzdLvuG|gVl|Ft{SzmFng@h]`zExyAbaJ{`Al~@}hDkwAs|DtyAmiE{SmdBmj@kwFlnCguDt}LouAhmUzcKn|WxrXta[jqI|nUmz@faYu~Apo\h`@tlUcOdhXprBjcGheDwuA`eIamBzxHzxDzxE~nMnuFpyEpfNtrEdnLtt@~tHkg@xbFrnBf{Pv_UpdFme@j~GfzIbaFxuLxmFtzEjzHc}@zyCqb@jsDxjBrlKpcI`xFr`G~xGzb@nvLyhAhxGbaSaSfkFxzCviF|yDbyAvuDtg@juBriDzlBvpCz|EtfDfiCftE`zFzc@jcAljF{Sp~Idl@lpJnMjaPt{IzfNxfDljEziFfj@diGxiHbqF~{Lv_AbmZtlDz{]`aPvvXiDz`So}Wv_aAieHzyT_Kv`L~zDjtJv_Gl}OvxAfdCx}Er}@vkEnsDj}DxoGxiCxnEt~Xnd`@|}AnhI~gBrlK_eA|pDlMbViQpfBkx@tcDsn@j_DqbAbmJd{CpwK~rAb\jsBxA~gA|xRpcBzxO{i@duRepC|xU|eBj`IrYjjCjaDdWhkFgl@bbBviAfpAlqB{bArfBd|@dgEv_E|hBr{Dv_@rfB~wDpuAscCbwBgC|kBrkZx|DtxEbO`cB"
"Mannville, AB T0B, Canada",53.3359791,-111.1758788,"Geraldton, ON P0T, Canada",49.725298,-86.9494953,"21 hours 39 mins",77922,"2,106 km",2105877,"{dpdIf`qeTzaAs|KqbA_pf@ko@cdi@k@efd@|cBooe@fsF_lT|bAow`@n{Ee__@ffLihU`xImsYxgBk|j@pk@wdTrbEalMzkBegVdnQsthAthJ}se@rgEmtK~|MsmJzsE}tJwtAe~ArkFowRlx]gyyAtuRisaAh{Oohk@`iCkzWhDicJlzJobYnqR_g]|rBauDnkC{}A`b@wfEreJ_tBtv@acFpgCutNdfIknNnsA_dd@kP{eRjsBego@|nDoej@|oGqlg@ntBes^h|F{ji@pbJslz@`]mgg@jqFiaG_DohZ_rAwayAf{Lq~e@p~Iir`@jiAwgn@|{Ti`m@deSsq`@xzUuao@rfL{|W`bDeqGhhEizMvkQ}x_@x`V}g_@n{GgeOtpCsrW|jOept@`~D}mRT_`c@`BgvBx~UaP`nIo{@fkNomTfU_ie@~eD__KznGmwt@rgEslk@bi[ii}A|}Ao|FhsDug@w@s}uAtcAq{zApwMu`dAvwJ}mQbyG}pEnkJFbEw}F?_zG`Ia}BpzA}fCaJu_Rin@k|\vpKiacAfeDki_ArvAa~Di@gxHpvPmbBsqAw{b@eaHyz_@tt\kcgAtkBokt@pCs`h@`wAc~hAzoBqoFpC_kMuwAg``@o`Kofa@igEkiLkKa~VriA_sRlqAgza@cgCknZohEm~CclBimIyeBqp^ng@qeJj~EclGjbD}aB~j@y}IeaFcjNodC}yS}~GajTglBgdUnlAaht@jtAe`LyoFwvUrhHij^vBufiAf_D}mDlB}xGpnBmdPpiKgwSphBkxOttFa{CryBstDx~EydG|_@_fTnvEmwPrlAkpOnyI_`YneEa_g@vaFw|Sv`Me~`@laGcw_@`zGegX~x@wvYphDm|Snq@ioLtlFqhGvbD_lDnuBiyMhfEcaEjyEufDvfBonEgScyS~qBagN~oGwsNj`Helh@d~Fkk[pnLyrP`uDsbFvrIapBbdE~d@nbF`e@xcHhMngFdGpk@uyCnn@ozGlsF{wXhpBgz`@lfIwgi@ldCmbJicEeuJ}yByeP_kIamg@goAeqIw_JgtNweEkzO}iS_qR}yNoxHyhFmxGclAqqJs_BwoGycFmj@ubEcbEg~GijEtK_wGu|@ysAusArt@kjCfqBqvEzS_bUy`M{`HymKofH{hF{qJpcD{cBqLcmAe|BoyB~NkyCt}A{wDa`DysOqaTugKodGsoH}_e@qhAcuc@qsCgoXrHqgZuFqfTw`@o`MddCg`Rtb@{yHyU}qCcpB|iAy|Cga@"
"Worsley, AB T0H, Canada",56.5080328,-119.1336255,"Horsefly, BC V0K, Canada",52.3327596,-121.4172195,"9 hours 57 mins",35810,"844 km",844359,"ev{wIdhcvUbqIzH~|JcCxtDxRAtoCfEhwXF`vXd@~nErlCtaUr{AhoK~kA~lEjR~yCkoAt~A_NltCzlDvgTtFraH`NfnFphALroCNltJaAj`AzcD@hhIDpcDd|A@brAPpBvDXfcBzqAdGbU`ZnTak@`YqhAph@djCzq@k^xe@unA|XnHpr@qYbqDnEtB~{CjT~aDreOlW`cA`dCtmBvE`HfrCnfT|Jl_F|BzFt^vGjExv@GnrBO?fzA@frA@rsC?x`Dj@`bDlm@Crp@WuEdaGFjaWj{@xn\mj@d~KgkBxnEAfoj@dhAnrXjP~hMd{EnsNlH`}BpaAya@ds@@gc@lxBsa@`tBay@o{A~IrlApj@xdDzrAhrMmN|wIxj@vtG|cCnyJhSvxIeu@vzFbMhuBqx@btBpgCbwQ|dF~rGf}BrsPtQ|y[bd@joFykDbqNkiA|wPrkGx}RxfNv`d@x~ApeMxx@x{DyXz`EpGvgIk|AdzGzg@hwDlyBfkC|kBr^jcBsuBphBajIjbCkrGx|E}sHn{C}gBf_Ej`FvwA`~BhtErvC|wF~IpdBtgB|nF~vIdiCl|EzyBpxC`_AxkEzfBzcMjo@lbJ`qEvhFz_Bd_ArjEt_@tyE[boCe{Bh`LikObwYaeVx_DuuBpvE}OjeAfEpnAufCvbDgaA`iDyqGtvAknAfeAlExmHllAdiHcsBx{Hk`GjvKgdCtbE~rAvqEeGdjBkbC|dFpPbeD{dA|uB_fAdbHnj@t`Lf|EjeA~Vlm@voDppMhqShjCtfBh`B_gCz{DgxAt_Bw[`t@pp@ze@nrAvqCkHxsAicFlnDysCxgFo|JtvEmOz{J{AxmD~}@vqGtfAz}A{uAp~KlbAjdFivDvkF_ZvjImuG~jBsIhcCqhCnqBhZviDqmBnkEio@ncCikBzsFgqKpdEsgCjrDgkFhhGsgFpxCoxBtaBfJjiCeCptCdbIjcHjeOn{DpdCh}Ag{@nbAsh@uYwt@gd@uiCfsAclCjqEhe@vmD{wAfkCtc@zdDcrAnjCorA`cBhi@nqK~_D`yIreA~kIiSfpGbuAv}FeHxsD{{Bj~F}nBdiHshDdzAecDts@m}DGs}Edm@m`AvcGqhB|~FipAzfAcrBvtAgo@bUwjCzcAuhFhyCepFdwAurCplA{DfpDyiE_^_kAu~@mUuPeiDrzAwvDnp@wnGvhI}lA{cAqwFcuCiaGmrCg{BqbAs`G{\{qBkoBm}BQ}|DkmCobH{a@m_Oaq@k`DggEiyKoZesMwu@}qE"
"Thorhild, AB T0A, Canada",54.1532592,-113.1258214,"Ridgetown, Chatham-Kent, ON N0P, Canada",42.4391791,-81.8871222,"1 day 7 hours",109855,"3,226 km",3225576,"{xoiIj{mqTvJmkWGebf@dkJA`bBaGreAoyBb_AjQjfAa`@nmv@CxrGqdRzpVed_AhxJed^rjA{tItbHqbO~eFuzi@thN_icAtiIk{Wi}B{z[q~A_lbB}Jmjd@toIgi{@nlHqsaAt`K}fRxgJm|ZfcCyih@j_Iql|@pzQy|hAxjPats@xdU{iVhwA{lQds_@cw}Aznc@g_nBxqCwvUdpIaud@bqWsde@dqDgdGnbIwyCziwAch_@nhf@glj@jqe@yao@poT_jLrbYkxXlyb@cfp@|eWsnaApwFy`WbMsvb@|uL{eZlnPygU~fLs}Lfzn@qyaB|_hAu`rCnvWwqo@do_@ggCx|s@gxC|sMmIbzBeaLbyBcyNluJe_OnhM{tg@dm@k`AbpEnR|lKq_@CasHJwmQFmvYd}My}BzxAuv\rzPm^lsIubEnhI_wJ|yDb`ArpJgfRx{Joe`@pjNgh\fjNurM|{F{{QpoHc|^jyO{pUb_R{yp@`oS_naBbcZ{xoAbdH}dT`bNgif@rfTk_C~|G]znGQfFg~Lp@ac]oAa_^|@elM|~BenIroRufN|ku@kei@xtVacPdzGthBgBgm|@ayBsqnA}p@asf@~bEg}c@b{AeiqAgS{a^txDaeg@rtAc`l@reg@enq@xp\ukQb`SqrPvaOk|Ifn]{oe@flJixHleO}c\veTspi@fiE_jPt_Cqbt@zo^}o}@drIsex@hv@y`Xd_NoiQ`rKuab@fuKcjQrsMswc@d`Pcme@x|Twv_@|_I_~Z`zA{ac@jvCs~XriEu~Kr~Ica@s_Bmvy@v`Dyht@tbDgbnAlv@uic@tkKmod@zjMgpRlpGuuZ~vR{iQhtLizPrhd@kqg@|iVkkm@riL}mWpnC_iHb~IsnBnkMkmEdiKmvZvgNmyi@xrk@um~@ncLer@r`Dq~QnwEgo`@nxGsjGlcQuqDzkWoxNvgY{gQxcNgnAhoH}aPniFwwPhiNouEjf\shK|ia@icD`q\zq@l}]a{ElwA_g_@|dW_xhAfiGqmf@`w@}g`@bcR{l@drHaeQz|PsrBdaMslJhiG{|Kx_MmzPnkIwlCq@kcMhy@wz`@geEomu@ocJcqf@{~A{dRqkIqiHsr]ehf@_iZmkM}}GijQwzOwvQqsFmsk@mbGwgnAqkE_ld@~Yols@whEgnk@neDocm@wg@qyxAuwA{cm@iuBylaAccMako@b]wcs@lzB_aUdtFowElcHghEpzDsrMwAyzqAkmMiwq@ykVcg|@~u@koAol@aqLoZmg@"
"Alliance, AB, Canada",52.4359107,-111.7846431,"Shediac, NB, Canada",46.2202141,-64.5346859,"1 day 22 hours",165699,"4,472 km",4472266,"mk`_I~|giTauOhoGakJeaK@uaJ@_oOHur^miN_uG{oAcnNtiR_|s@lie@okaC|oDwe|A{lJoelAotDuaoAjgButk@pnA_vIS{wSlxMwgB`xLauVfpCycFhtE{gSt_QwneAzkI__n@cyG}j}AmlD_~{Bl`G{t[j_Mwn\pyAkez@t|GaazAvmPsnbB~eKe}_AlhI{gqAwtAusrAf`Lw~m@v`K_flAvyUapo@jb]yxx@xvYgtp@naaA{|_CrfVucyA~tG_gY|gWyh@~tNkuSxeMipeBhcQ{vuAzjXas~@d_@gnqD~cNc~|@d|DkoOjcZkwOxqAuvUjSqiPz_IsfaBjtGwgqAnePayBgPcv^kgIawc@rnWe~{@jhJigrDpt@ohu@{jSsxeAh|Bm_h@cfGcio@scEmrs@fhLiiUsbEqzWyjLa~^wd@_mq@hzAagf@po@s`r@eOshlAjjGe{]nvNeld@zqIulJphI_{YbjG}jb@lxVczuAth`@ilvBn`Loii@b~Xqse@f}RgaxAznSatp@xhSalJ|s[_MhkIqqk@tkJshxAwlZm|rA_~i@{nn@oqVopc@ujJw|LioFhDkg\obJgmQceTkzS|PumInOkhOwrS{hTwz`@gxAywZseEws~Ad}@oa~@__P}guAueCwbjBflFokuBnz@sbiDhhKgrpC~if@ikwDbwe@w|wCdm@cxa@x`Qak}@jxO_zM~`HoyZdEo`c@z{VupGdhGgxQneXucP~fLs~Abl^ctz@}]wsUhqAyl|@lEk_pCtvHodu@|kOgM~{DufOzhFanhAxiQivBnJq~\oOubc@riJmqOxsJiwb@oFqmXxaBkhJt]_ed@juGozd@`eo@yoF|nZalK`g_A}wcAh~l@kiaAp_p@smn@n}Tayp@di[_vu@pyFobhAw_@au`@`fIyls@zw[oid@dlc@wuNhqIykc@`t@cnXjoMwzXfoJsrTzbM}q@xyb@oda@xgWen`@quGgg[bmHyiZ}i@oct@o~LwriA}pi@gb|@sidBgglC{g}@izgB}gQa_e@s~I_lz@gkWgyy@{j_@g}f@mco@mlp@wl[oxk@mm_@uk^ykNidMz_BuxRvcNqi`@npDs_x@fwOg{p@hyYee_A|eSwbn@nb`@ccp@tza@u~c@nik@ke@jjWrbAjpWe{Fb}`@ybPl|ZogAj}]ecF~rRaha@xyPegkBk|J}kXltMifd@w`Bo{Tt~Ba|k@qjGe|c@i_Mir`@`|Beph@imFixmAwdNiyYsaN{y|@iiQ{lg@"
